,Model,Publication Year,Research Areas
863,VGG,2022,Remote Sensing
864,VGG,2021,Engineering
865,VGG,2020,Computer Science
866,VGG,2020,Engineering
867,VGG,2020,Imaging Science & Photographic Technology
868,VGG,2016,Computer Science
869,VGG,2017,Computer Science
870,VGG,2017,Engineering
871,VGG,2017,Telecommunications
872,VGG,2021,Computer Science
873,VGG,2020,Physics
874,VGG,2017,Agriculture
875,VGG,2017,Computer Science
876,VGG,2017,Computer Science
877,VGG,2017,Engineering
878,VGG,2022,Computer Science
879,VGG,2022,Engineering
880,VGG,2018,Computer Science
881,VGG,2018,Engineering
882,VGG,2019,Health Care Sciences & Services
883,VGG,2019,Medical Informatics
884,VGG,Before 2000,Computer Science
885,VGG,2021,Computer Science
886,VGG,2021,Engineering
887,VGG,2021,Computer Science
888,VGG,2021,Engineering
889,VGG,2021,Telecommunications
890,VGG,2019,Computer Science
891,VGG,2019,Others
892,VGG,2019,Imaging Science & Photographic Technology
893,VGG,2019,Computer Science
894,VGG,2019,Engineering
895,VGG,2019,Imaging Science & Photographic Technology
896,VGG,2022,Computer Science
897,VGG,2022,Computer Science
898,VGG,2022,Engineering
899,VGG,2022,Telecommunications
900,VGG,2021,Computer Science
901,VGG,2021,Engineering
902,VGG,2021,Telecommunications
903,VGG,2020,Computer Science
904,VGG,2020,Computer Science
905,VGG,2020,Environmental Sciences & Ecology
906,VGG,2020,Geology
907,VGG,2020,Remote Sensing
908,VGG,2020,Imaging Science & Photographic Technology
909,VGG,2022,Computer Science
910,VGG,2022,Engineering
911,VGG,2022,Computer Science
912,VGG,2022,Engineering
913,VGG,2021,Computer Science
914,VGG,2021,Engineering
915,VGG,2021,Operations Research & Management Science
916,VGG,2019,"Radiology, Nuclear Medicine & Medical Imaging"
917,VGG,2020,Computer Science
918,VGG,2020,Engineering
919,VGG,2022,Computer Science
920,VGG,2022,Neurosciences & Neurology
921,VGG,2021,Optics
922,VGG,2021,Computer Science
923,VGG,2021,Engineering
924,VGG,2021,Telecommunications
925,VGG,2021,Computer Science
926,VGG,2021,Engineering
927,VGG,2021,Robotics
928,VGG,2021,Telecommunications
929,VGG,2019,Engineering
930,VGG,2021,Computer Science
931,VGG,2021,Engineering
932,VGG,2021,Physics
933,VGG,2020,Computer Science
934,VGG,2020,Engineering
935,VGG,2021,Geochemistry & Geophysics
936,VGG,2021,Others
937,VGG,2021,Remote Sensing
938,VGG,2021,"Radiology, Nuclear Medicine & Medical Imaging"
939,VGG,2022,Others
940,VGG,2022,Others
941,VGG,2021,Computer Science
942,VGG,2018,Engineering
943,VGG,2018,Telecommunications
944,VGG,2021,Computer Science
945,VGG,2020,Computer Science
946,VGG,2020,Engineering
947,VGG,2021,Others
948,VGG,2021,Computer Science
949,VGG,2021,Education & Educational Research
950,VGG,2020,Computer Science
951,VGG,2020,Telecommunications
952,VGG,2019,Computer Science
953,VGG,2022,Computer Science
954,VGG,2022,Engineering
955,VGG,2022,Telecommunications
956,VGG,2021,Computer Science
957,VGG,2021,Engineering
958,VGG,2021,Science & Technology - Other Topics
959,VGG,2017,Computer Science
960,VGG,2017,Engineering
961,VGG,2017,Imaging Science & Photographic Technology
962,VGG,2021,Automation & Control Systems
963,VGG,2020,Computer Science
964,VGG,2020,Computer Science
965,VGG,2020,Engineering
966,VGG,2018,Computer Science
967,VGG,2018,Imaging Science & Photographic Technology
968,VGG,2020,Computer Science
969,VGG,2019,Computer Science
970,VGG,2019,Engineering
971,VGG,2019,Optics
972,VGG,2022,Computer Science
973,VGG,2022,Materials Science
974,VGG,2021,Computer Science
975,VGG,2021,Robotics
976,VGG,2021,Neurosciences & Neurology
977,VGG,2022,Engineering
978,VGG,2021,Engineering
979,VGG,2021,Optics
980,VGG,2021,Imaging Science & Photographic Technology
981,VGG,2021,Computer Science
982,VGG,2021,Engineering
983,VGG,2021,Chemistry
984,VGG,2021,Engineering
985,VGG,2021,Instruments & Instrumentation
986,VGG,2022,Computer Science
987,VGG,2022,Engineering
988,VGG,2022,Telecommunications
989,VGG,2021,Chemistry
990,VGG,2021,Engineering
991,VGG,2021,Instruments & Instrumentation
992,VGG,2020,Engineering
993,VGG,2021,Others
994,VGG,2021,Computer Science
995,VGG,2021,Engineering
996,VGG,2021,Computer Science
997,VGG,Before 2000,Chemistry
998,VGG,Before 2000,Others
999,VGG,2018,Engineering
1000,VGG,2018,Telecommunications
1001,VGG,2019,Agriculture
1002,VGG,2019,Computer Science
1003,VGG,2021,General & Internal Medicine
1004,VGG,2021,Acoustics
1005,VGG,2021,Others
1006,VGG,2020,Computer Science
1007,VGG,2020,Instruments & Instrumentation
1008,VGG,2020,Imaging Science & Photographic Technology
1009,VGG,2022,Automation & Control Systems
1010,VGG,2022,Engineering
1011,VGG,2020,Computer Science
1012,VGG,2020,Computer Science
1013,VGG,2021,Chemistry
1014,VGG,2021,Engineering
1015,VGG,2021,Instruments & Instrumentation
1016,VGG,2018,Computer Science
1017,VGG,2018,Engineering
1018,VGG,2018,Imaging Science & Photographic Technology
1019,VGG,2019,Computer Science
1020,VGG,2019,Engineering
1021,VGG,2019,Science & Technology - Other Topics
1022,VGG,2019,Others
1023,VGG,2021,Environmental Sciences & Ecology
1024,VGG,2021,Geology
1025,VGG,2021,Remote Sensing
1026,VGG,2021,Imaging Science & Photographic Technology
1027,VGG,2020,Engineering
1028,VGG,2020,Optics
1029,VGG,2020,"Radiology, Nuclear Medicine & Medical Imaging"
1030,VGG,2017,Computer Science
1031,VGG,2022,Engineering
1032,VGG,2021,Chemistry
1033,VGG,2021,Engineering
1034,VGG,2021,Instruments & Instrumentation
1035,VGG,2022,Materials Science
1036,VGG,2022,Chemistry
1037,VGG,2022,Engineering
1038,VGG,2022,Instruments & Instrumentation
1039,VGG,2021,Computer Science
1040,VGG,2021,Engineering
1041,VGG,2018,Computer Science
1042,VGG,2022,Computer Science
1043,VGG,2020,Engineering
1044,VGG,2020,Instruments & Instrumentation
1045,VGG,2018,Engineering
1046,VGG,2018,Telecommunications
1047,VGG,2019,Engineering
1048,VGG,2019,Computer Science
1049,VGG,2019,Engineering
1050,VGG,2019,Engineering
1051,VGG,2019,Optics
1052,VGG,2011,Geochemistry & Geophysics
1053,VGG,2019,Engineering
1054,VGG,2020,Computer Science
1055,VGG,2020,Optics
1056,VGG,2020,Imaging Science & Photographic Technology
1057,VGG,2022,Computer Science
1058,VGG,2020,Computer Science
1059,VGG,2020,Optics
1060,VGG,2020,Imaging Science & Photographic Technology
1061,VGG,2021,Computer Science
1062,VGG,2021,Computer Science
1063,VGG,2021,Engineering
1064,VGG,2021,Operations Research & Management Science
1065,VGG,2021,Computer Science
1066,VGG,2021,Engineering
1067,VGG,2022,Energy & Fuels
1068,VGG,2020,Automation & Control Systems
1069,VGG,2020,Computer Science
1070,VGG,2020,Engineering
1071,VGG,2020,Computer Science
1072,VGG,2020,Engineering
1073,VGG,2018,Computer Science
1074,VGG,2018,Imaging Science & Photographic Technology
1075,VGG,2018,Automation & Control Systems
1076,VGG,2018,Engineering
1077,VGG,2022,Computer Science
1078,VGG,2022,Neurosciences & Neurology
1079,VGG,2022,Mathematical & Computational Biology
1080,VGG,2021,Computer Science
1081,VGG,2021,Telecommunications
1082,VGG,2015,Engineering
1083,VGG,2015,Others
1084,VGG,2021,Computer Science
1085,VGG,2019,Computer Science
1086,VGG,2019,Telecommunications
1087,VGG,2019,Computer Science
1088,VGG,2019,Engineering
1089,VGG,2019,Telecommunications
1090,VGG,2020,Computer Science
1091,VGG,2020,Engineering
1092,VGG,2020,Mathematics
1093,VGG,2020,Telecommunications
1094,VGG,2017,Computer Science
1095,VGG,2017,Imaging Science & Photographic Technology
1096,VGG,2019,Computer Science
1097,VGG,2022,Health Care Sciences & Services
1098,VGG,2021,Computer Science
1099,VGG,2019,Engineering
1100,VGG,2017,Computer Science
1101,VGG,2017,Engineering
1102,VGG,2020,Optics
1103,VGG,2019,Computer Science
1104,VGG,2019,Engineering
1105,VGG,2019,Imaging Science & Photographic Technology
1106,VGG,2011,Geochemistry & Geophysics
1107,VGG,2021,Engineering
1108,VGG,2021,Imaging Science & Photographic Technology
1109,VGG,2019,Computer Science
1110,VGG,2022,Mathematical & Computational Biology
1111,VGG,2022,Neurosciences & Neurology
1112,VGG,2021,Others
1113,VGG,2020,Engineering
1114,VGG,2020,Telecommunications
1115,VGG,2019,Engineering
1116,VGG,2021,Computer Science
1117,VGG,2020,Computer Science
1118,VGG,2020,Engineering
1119,VGG,2020,Telecommunications
1120,VGG,2017,Engineering
1121,VGG,2021,General & Internal Medicine
1122,VGG,2018,Computer Science
1123,VGG,2018,Computer Science
1124,VGG,2017,Computer Science
1125,VGG,2018,Computer Science
1126,VGG,2018,Engineering
1127,VGG,2018,Imaging Science & Photographic Technology
1128,VGG,2018,Computer Science
1129,VGG,2018,Imaging Science & Photographic Technology
1130,VGG,2019,Computer Science
1131,VGG,2019,Engineering
1132,VGG,2019,Operations Research & Management Science
1133,VGG,2017,Automation & Control Systems
1134,VGG,2017,Engineering
1135,VGG,2018,Computer Science
1136,VGG,2018,Engineering
1137,VGG,2022,Computer Science
1138,VGG,2022,Engineering
1139,VGG,2022,Imaging Science & Photographic Technology
1140,VGG,2019,Computer Science
1141,VGG,2021,Computer Science
1142,VGG,2021,Engineering
1143,VGG,2021,Telecommunications
1144,VGG,2019,Computer Science
1145,VGG,2019,Engineering
1146,VGG,2019,Optics
1147,VGG,2021,Computer Science
1148,VGG,2019,Computer Science
1149,VGG,2019,Mathematical & Computational Biology
1150,VGG,2019,Medical Informatics
1151,VGG,2016,Biochemistry & Molecular Biology
1152,VGG,2016,Chemistry
1153,VGG,2018,Computer Science
1154,VGG,2021,Computer Science
1155,VGG,2022,Chemistry
1156,VGG,2022,Engineering
1157,VGG,2022,Materials Science
1158,VGG,2022,Physics
1159,VGG,2020,Computer Science
1160,VGG,2017,Computer Science
1161,VGG,2017,Engineering
1162,VGG,2017,Mathematical & Computational Biology
1163,VGG,2022,General & Internal Medicine
1164,VGG,2017,Geochemistry & Geophysics
1165,VGG,2017,Engineering
1166,VGG,2017,Remote Sensing
1167,VGG,2017,Imaging Science & Photographic Technology
1168,VGG,2018,Engineering
1169,VGG,2018,Geology
1170,VGG,2018,Remote Sensing
1171,VGG,2021,Computer Science
1172,VGG,2018,Engineering
1173,VGG,2018,Imaging Science & Photographic Technology
1174,VGG,2021,General & Internal Medicine
1175,VGG,2020,Chemistry
1176,VGG,2020,Engineering
1177,VGG,2020,Instruments & Instrumentation
1178,VGG,2020,Engineering
1179,VGG,2020,Optics
1180,VGG,2020,"Radiology, Nuclear Medicine & Medical Imaging"
1181,VGG,2020,Computer Science
1182,VGG,2020,Engineering
1183,VGG,2020,Imaging Science & Photographic Technology
1184,VGG,2021,Biochemistry & Molecular Biology
1185,VGG,2021,Optics
1186,VGG,2021,"Radiology, Nuclear Medicine & Medical Imaging"
1187,VGG,2020,Chemistry
1188,VGG,2020,Engineering
1189,VGG,2020,Materials Science
1190,VGG,2020,Physics
1191,VGG,2021,Oncology
1192,VGG,2021,"Radiology, Nuclear Medicine & Medical Imaging"
1193,VGG,2019,Optics
1194,VGG,2016,Engineering
1195,VGG,2020,Engineering
1196,VGG,2019,Computer Science
1197,VGG,2022,Instruments & Instrumentation
1198,VGG,2022,Materials Science
1199,VGG,2020,"Radiology, Nuclear Medicine & Medical Imaging"
1200,VGG,2019,Computer Science
1201,VGG,2019,Engineering
1202,VGG,2019,Geology
1203,VGG,2021,Computer Science
1204,VGG,2021,Telecommunications
1205,VGG,2019,Engineering
1206,VGG,2021,Acoustics
1207,VGG,2021,Computer Science
1208,VGG,2021,Engineering
1209,VGG,2021,Imaging Science & Photographic Technology
1210,VGG,2022,Computer Science
1211,VGG,2021,Computer Science
1212,VGG,2019,Engineering
1213,VGG,2019,Computer Science
1214,VGG,2019,Computer Science
1215,VGG,2019,Engineering
1216,VGG,2019,Telecommunications
1217,VGG,2020,Others
1218,VGG,2018,Computer Science
1219,VGG,2018,Physics
1220,VGG,2017,Computer Science
1221,VGG,2018,Imaging Science & Photographic Technology
1222,VGG,2018,Telecommunications
1223,VGG,2022,Computer Science
1224,VGG,2022,Engineering
1225,VGG,2022,Mathematical & Computational Biology
1226,VGG,2022,Medical Informatics
1227,VGG,2021,Computer Science
1228,VGG,2021,Engineering
1229,VGG,2021,Imaging Science & Photographic Technology
1230,VGG,2021,Mathematical & Computational Biology
1231,VGG,2021,Neurosciences & Neurology
1232,VGG,2020,Agriculture
1233,VGG,2020,Computer Science
1234,VGG,2021,Chemistry
1235,VGG,2021,Engineering
1236,VGG,2021,Instruments & Instrumentation
1237,VGG,2018,Engineering
1238,VGG,2018,Imaging Science & Photographic Technology
1239,VGG,2021,"Radiology, Nuclear Medicine & Medical Imaging"
1240,VGG,2021,Environmental Sciences & Ecology
1241,VGG,2021,Geology
1242,VGG,2021,Remote Sensing
1243,VGG,2021,Imaging Science & Photographic Technology
1244,VGG,2022,"Radiology, Nuclear Medicine & Medical Imaging"
1245,VGG,2021,Chemistry
1246,VGG,2021,Engineering
1247,VGG,2021,Instruments & Instrumentation
1248,VGG,2019,Computer Science
1249,VGG,2018,Computer Science
1250,VGG,2018,Telecommunications
1251,VGG,2021,Engineering
1252,VGG,2019,Acoustics
1253,VGG,2019,Engineering
1254,VGG,2019,Engineering
1255,VGG,2019,Telecommunications
1256,VGG,2016,Computer Science
1257,VGG,2016,Engineering
1258,VGG,2020,Others
1259,VGG,2020,Computer Science
1260,VGG,2020,Environmental Sciences & Ecology
1261,VGG,2020,Geology
1262,VGG,2020,Remote Sensing
1263,VGG,2020,Imaging Science & Photographic Technology
1264,VGG,2020,Engineering
1265,VGG,2020,Materials Science
1266,VGG,2020,Optics
1267,VGG,2020,Physics
1268,VGG,2019,Automation & Control Systems
1269,VGG,2019,Engineering
1270,VGG,2019,Robotics
1271,VGG,2017,Engineering
1272,VGG,2021,Computer Science
1273,VGG,2021,Computer Science
1274,VGG,2021,Imaging Science & Photographic Technology
1275,VGG,2018,Computer Science
1276,VGG,2010,Others
1277,VGG,2010,Others
1278,VGG,2010,Others
1279,VGG,2020,Computer Science
1280,VGG,2020,Computer Science
1281,VGG,2021,Mathematics
1282,VGG,2021,Science & Technology - Other Topics
1283,VGG,2021,Remote Sensing
1284,VGG,2021,Imaging Science & Photographic Technology
1285,VGG,2021,Optics
1286,VGG,2020,Instruments & Instrumentation
1287,VGG,2020,Optics
1288,VGG,2020,Physics
1289,VGG,2019,Acoustics
1290,VGG,2019,Engineering
1291,VGG,2022,Construction & Building Technology
1292,VGG,2022,Materials Science
1293,VGG,2021,Health Care Sciences & Services
1294,VGG,2021,General & Internal Medicine
1295,VGG,2020,Computer Science
1296,VGG,2020,Engineering
1297,VGG,2018,Medical Informatics
1298,VGG,2018,Optics
1299,VGG,2017,Engineering
1300,VGG,2021,Computer Science
1301,VGG,2022,"Radiology, Nuclear Medicine & Medical Imaging"
1302,VGG,2021,Mathematics
1303,VGG,2018,Engineering
1304,VGG,2018,Engineering
1305,VGG,2022,Chemistry
1306,VGG,2022,Engineering
1307,VGG,2022,Instruments & Instrumentation
1308,VGG,2020,Acoustics
1309,VGG,2020,"Radiology, Nuclear Medicine & Medical Imaging"
1310,VGG,2018,Computer Science
1311,VGG,2018,Engineering
1312,VGG,2018,Imaging Science & Photographic Technology
1313,VGG,2022,Computer Science
1314,VGG,2022,Computer Science
1315,VGG,2022,Engineering
1316,VGG,2022,Optics
1317,VGG,2022,Imaging Science & Photographic Technology
1318,VGG,2019,Computer Science
1319,VGG,2019,Engineering
1320,VGG,2019,Telecommunications
1321,VGG,2020,Imaging Science & Photographic Technology
1322,VGG,2021,Engineering
1323,VGG,2021,Instruments & Instrumentation
1324,VGG,2021,Physics
1325,VGG,2019,Computer Science
1326,VGG,2019,Neurosciences & Neurology
1327,VGG,2021,Computer Science
1328,VGG,2021,Engineering
1329,VGG,2021,Imaging Science & Photographic Technology
1330,VGG,2017,Computer Science
1331,VGG,2017,Engineering
1332,VGG,2022,Computer Science
1333,VGG,2022,Geology
1334,VGG,2020,Computer Science
1335,VGG,2019,Physics
1336,VGG,2022,Environmental Sciences & Ecology
1337,VGG,2022,Others
1338,VGG,2022,Science & Technology - Other Topics
1339,VGG,2022,Materials Science
1340,VGG,2022,Physics
1341,VGG,2021,Engineering
1342,VGG,2020,Engineering
1343,VGG,2021,Engineering
1344,VGG,2022,Computer Science
1345,VGG,2022,Engineering
1346,VGG,2022,Mathematical & Computational Biology
1347,VGG,2022,Medical Informatics
1348,VGG,2021,Computer Science
1349,VGG,2021,Telecommunications
1350,VGG,2019,Computer Science
1351,VGG,2022,Others
1352,VGG,2022,Materials Science
1353,VGG,2022,Computer Science
1354,VGG,2022,Engineering
1355,VGG,2022,Telecommunications
1356,VGG,2021,Computer Science
1357,VGG,2021,Engineering
1358,VGG,2021,Telecommunications
1359,VGG,2022,Health Care Sciences & Services
1360,VGG,2022,Medical Informatics
1361,VGG,2021,Engineering
1362,VGG,2021,Mathematics
1363,VGG,2020,Engineering
1364,VGG,2020,Others
1365,VGG,2020,Transportation
1366,VGG,2019,Computer Science
1367,VGG,2019,Engineering
1368,VGG,2021,Computer Science
1369,VGG,2021,Imaging Science & Photographic Technology
1370,VGG,2022,Others
1371,VGG,2022,Mathematical & Computational Biology
1372,VGG,2022,Neurosciences & Neurology
1373,VGG,2022,Optics
1374,VGG,2022,Imaging Science & Photographic Technology
1375,VGG,2021,Computer Science
1376,VGG,2021,Computer Science
1377,VGG,2018,Computer Science
1378,VGG,2018,Imaging Science & Photographic Technology
1379,VGG,2018,"Radiology, Nuclear Medicine & Medical Imaging"
1380,VGG,2016,Computer Science
1381,VGG,2018,Computer Science
1382,VGG,2018,Neurosciences & Neurology
1383,VGG,2018,Engineering
1384,VGG,2018,Transportation
1385,VGG,2021,Remote Sensing
1386,VGG,2021,Imaging Science & Photographic Technology
1387,VGG,2017,Imaging Science & Photographic Technology
1388,VGG,2022,Mathematical & Computational Biology
1389,VGG,2022,Neurosciences & Neurology
1390,VGG,2018,Chemistry
1391,VGG,2018,Engineering
1392,VGG,2018,Instruments & Instrumentation
1393,VGG,2021,Computer Science
1394,VGG,2021,Computer Science
1395,VGG,2021,Engineering
1396,VGG,2017,Agriculture
1397,VGG,2020,Chemistry
1398,VGG,2020,Engineering
1399,VGG,2020,Instruments & Instrumentation
1400,VGG,2018,Computer Science
1401,VGG,2018,Engineering
1402,VGG,2018,Optics
1403,VGG,2019,Engineering
1404,VGG,2021,Automation & Control Systems
1405,VGG,2018,"Radiology, Nuclear Medicine & Medical Imaging"
1406,VGG,2022,Computer Science
1407,VGG,2021,Agriculture
1408,VGG,2021,Others
1409,VGG,2022,Health Care Sciences & Services
1410,VGG,2018,Computer Science
1411,VGG,2021,Computer Science
1412,VGG,2022,Chemistry
1413,VGG,2022,Engineering
1414,VGG,2022,Instruments & Instrumentation
1415,VGG,2020,Computer Science
1416,VGG,2020,Computer Science
1417,VGG,2020,Imaging Science & Photographic Technology
